BioSample,Location,Isolation source,Isolate,Collection date,MLST,SNP cluster,tdh,trh,Toxigenic
SAMEA8103024,Japan,human,PDT001087950.1,1980,16,,.,.,no
SAMEA8103026,China,human,PDT001087945.1,2010,1804,,.,.,no
SAMEA8103028,China,human,PDT001087944.1,2012,433,PDS000092769.3,.,.,no
SAMEA8103031,China,human,PDT001087939.1,2016,1865,,.,.,no
SAMEA8103033,China,human,PDT001087937.1,2016,1866,,.,.,no
SAMEA8103034,China,human,PDT001087934.1,2016,1867,,.,.,no
SAMEA8103036,China,human,PDT001087935.1,2016,1864,PDS000092770.1,.,.,no
SAMN01923895,,,PDT000028596.2,,1013,,.,.,no
SAMN01940373,,,PDT000028594.2,,-,,.,.,no
SAMN01940374,,,PDT000028597.2,,1567,,.,.,no
SAMN02368227,USA:LA,oyster,PDT000149053.1,2007-03,732,,.,.,no
SAMN02368229,USA:FL,oyster,PDT000149055.1,2007-04,536,PDS000176374.1,.,.,no
SAMN02368232,USA:FL,oyster,PDT000149056.1,2007-05,734,,.,.,no
SAMN02368236,USA:LA,oyster,PDT000149062.1,2007-05,28,,.,.,no
SAMN02368244,USA:WA,oyster,PDT000149073.1,2007-07,1148,,.,.,no
SAMN02368251,USA:VA,oyster,PDT000149079.1,2007-08,108,PDS000187928.1,.,.,no
SAMN02368255,USA:FL,oyster,PDT000149084.1,2007-08,737,,.,.,no
SAMN02368264,USA:PEI,oyster,PDT000149094.1,2007-07,1152,PDS000007907.1,.,.,no
SAMN02368266,USA:FL,oyster,PDT000149095.1,2007-10,1146,,.,.,no
SAMN02368267,USA:FL,oyster,PDT000149096.1,2007-10,1153,,.,.,no
SAMN02368270,USA:SC,oyster,PDT000149098.1,2007-11,741,,.,.,no
SAMN02368274,USA:FL,oyster,PDT000149103.1,2007-11,743,,.,.,no
SAMN02368278,USA,wound,PDT000149108.1,23/10/2006,394,,.,.,no
SAMN02368280,USA,wound,PDT000149127.1,28/8/2006,1143,,.,.,no
SAMN02368285,USA:VA,blood,PDT000047880.3,2006,-,,.,.,no
SAMN02368286,USA,,PDT000149136.1,15/8/2006,674,PDS000083819.1,.,.,no
SAMN02368291,USA,stool,PDT000149142.1,28/1/2007,79,PDS000007900.1,.,.,no
SAMN02368292,USA,stool,PDT000149143.1,28/1/2007,79,PDS000007900.1,.,.,no
SAMN02368294,USA,,PDT000149145.1,15/2/2007,-,,.,.,no
SAMN02368295,USA,,PDT000149146.1,12/3/2007,748,,.,.,no
SAMN02368301,USA: TX,,PDT000149151.1,10/5/2007,1147,PDS000007902.1,.,.,no
SAMN02368302,USA: TX,,PDT000149152.1,10/5/2007,1147,PDS000007902.1,.,.,no
SAMN02368306,USA,stool,PDT000149156.1,21/5/2007,1131,,.,.,no
SAMN02368313,USA,,PDT000149117.1,24/5/2007,-,,.,.,no
SAMN02368340,USA,wound,PDT000149176.1,3/9/2007,1145,,.,.,no
SAMN03358820,USA:ME,oyster,PDT000149075.1,2007-07,113,,.,.,no
SAMN03358821,USA:PEI,oyster,PDT000149087.1,2007-07,1152,PDS000007907.1,.,.,no
SAMN03358831,USA,stool,PDT000149138.1,13/10/2006,1156,,.,.,no
SAMN03358835,USA,,PDT000149168.1,8/7/2007,50,,.,.,no
SAMN03358840,,culture,PDT000109406.2,,-,,.,.,no
SAMN03941063,USA,Not Provided,PDT000142506.1,2002,52,,.,.,no
SAMN03941064,USA,Not Provided,PDT000142509.1,2003,-,,.,.,no
SAMN03941066,USA,stool,PDT000142511.1,1999,19,,.,.,no
SAMN03993998,USA,,PDT000150522.2,,1575,,.,.,no
SAMN03996337,USA:Fl,blister,PDT000291302.1,,-,,.,.,no
SAMN04018860,USA,,PDT000150523.2,,1353,PDS000046706.4,.,.,no
SAMN04252309,USA,,PDT000150527.2,,1576,,.,.,no
SAMN04304554,USA,,PDT000150528.2,,-,,.,.,no
SAMN04407163,USA,,PDT000150529.2,,1577,,.,.,no
SAMN05194681,Mozambique,,PDT000155123.1,2006,2455,,.,.,no
SAMN05195071,USA: Washington,marine,PDT001486001.1,2007,323,PDS000022389.12,.,.,no
SAMN05195240,Sweden,,PDT000145003.1,2007,1579,,.,.,no
SAMN05216829,India,water,PDT001486005.1,2007,634,,.,.,no
SAMN05301360,Canada,,PDT000209572.1,,430,PDS000012935.2,.,.,no
SAMN05461949,Not collected,Shrimp Hepatopancreas,PDT000664193.1,30/7/2015,-,,.,.,no
SAMN05557942,USA,,PDT000150532.2,,1578,,.,.,no
SAMN05727869,Mexico: Hidalgo,clinical,PDT000171856.1,1998,3,,.,.,no
SAMN05895041,USA,,PDT000163259.3,,2567,,.,.,no
SAMN05895043,USA,,PDT000163254.3,,-,,.,.,no
SAMN05895044,USA,,PDT000163256.3,,-,,.,.,no
SAMN05977307,Norway,wound,PDT000178531.1,2004,1682,,.,.,no
SAMN06009032,USA,,PDT000163248.3,,1081,,.,.,no
SAMN06009034,USA,,PDT000163249.3,,-,,.,.,no
SAMN06042541,,water,PDT000225882.1,2007,631,,.,.,no
SAMN06061934,Malaysia:Negeri Sembilan,shrimp pond,PDT000188222.2,2016,1913,,.,.,no
SAMN06076962,USA,Not Provided,PDT000167999.2,1997,57,,.,.,no
SAMN06077001,USA,Not Provided,PDT000168074.2,2005,28,PDS000011534.2,.,.,no
SAMN06077002,USA,Not Provided,PDT000168077.2,2005,10,,.,.,no
SAMN06077003,USA,Not Provided,PDT000168078.2,2005,16,,.,.,no
SAMN06077004,USA,Not Provided,PDT000168079.2,2005,48,,.,.,no
SAMN06077006,USA,Not Provided,PDT000168081.2,2005,49,,.,.,no
SAMN06077008,USA,Not Provided,PDT000168083.2,2004,56,,.,.,no
SAMN06077009,USA,Not Provided,PDT000168084.2,2004,6,,.,.,no
SAMN06077010,USA,Not Provided,PDT000168082.2,2004,7,,.,.,no
SAMN06077011,USA,Not Provided,PDT000168085.2,2004,11,,.,.,no
SAMN06077012,USA,Not Provided,PDT000168087.2,2004,55,,.,.,no
SAMN06077013,USA,Not Provided,PDT000168089.2,2004,13,,.,.,no
SAMN06107071,China,,PDT000365989.1,28/9/2015,490,PDS000112448.1,.,.,no
SAMN06110496,China: Chengdu,Stewed chicken,PDT000210778.1,2013,1733,,.,.,no
SAMN06112607,China: Guangzhou,Stewed chicken,PDT000210779.1,2013,342,PDS000112442.4,.,.,no
SAMN06127921,China: Zhanjiang,Cold noodle,PDT000212826.1,2013-07,1246,PDS000150449.1,.,.,no
SAMN06130233,China:Jinan,Cold noodle,PDT000210782.1,2013-07,396,PDS000012987.1,.,.,no
SAMN06131432,China:Jinan,Roast duck,PDT000210781.1,2013-07,396,PDS000012987.1,.,.,no
SAMN06133346,China: Beihai,Plain boiled chicken,PDT000212825.1,2013-12,114,PDS000046699.1,.,.,no
SAMN06134384,China: Jinan,shrimp,PDT000212823.1,2013-12,2160,PDS000046720.9,.,.,no
SAMN06134688,China: Shenzhen,Frozen shrimp,PDT000212824.1,2012-11,2713,,.,.,no
SAMN06140976,China: Zhanjiang,Grouper fish,PDT000212828.1,2013-07,1251,,.,.,no
SAMN06143023,China: Shenzhen,shrimp,PDT000174388.1,2012-12,-,,.,.,no
SAMN06158907,China: Zhanjiang,Grouper fish,PDT000212827.1,2013-05,1805,PDS000046696.3,.,.,no
SAMN06160634,USA,,PDT000173556.2,,2449,,.,.,no
SAMN06160637,USA,,PDT000173558.2,,1814,,.,.,no
SAMN06160639,USA,,PDT000173560.2,,-,,.,.,no
SAMN06161405,China: Nanning,shrimp,PDT000212829.1,2013-05,693,,.,.,no
SAMN06161545,China: Haikou,fish,PDT000174392.1,2013-06,2408,,.,.,no
SAMN06169655,China:Shenzhen,feces,PDT000210783.1,2011-05,2152,PDS000080599.2,.,.,no
SAMN06169820,China:Shenzhen,feces,PDT000175366.1,2011-05,2360,PDS000080505.2,.,.,no
SAMN06214601,USA,Not Provided,PDT000213710.2,2007,2900,,.,.,no
SAMN06917278,,stool,PDT000225898.1,2013,674,,.,.,no
SAMN06917279,,stool,PDT000225892.1,2013,162,PDS000054892.3,.,.,no
SAMN06917282,,stool,PDT000225890.1,2013,194,,.,.,no
SAMN07185545,USA,pacific oyster,PDT000214796.2,2010,1158,,.,.,no
SAMN07267236,"China: Ganyu, Jiangsu",shrimp,PDT000648381.1,1/7/2014,1752,PDS000054636.1,.,.,no
SAMN07267237,"China: Ganyu, Jiangsu",shrimp,PDT000648382.1,1/7/2014,1752,PDS000054636.1,.,.,no
SAMN07270370,"China: Ganyu, Jiangsu",shrimp,PDT000648386.1,1/7/2014,169,PDS000054635.1,.,.,no
SAMN07270371,"China: Ganyu, Jiangsu",shrimp,PDT000648384.1,1/7/2014,169,PDS000054635.1,.,.,no
SAMN07270670,"China: Zhangpu, Fujian",shrimp,PDT000648385.1,1/7/2014,150,PDS000054631.4,.,.,no
SAMN07270679,"China: Hangzhou, Zhejiang",shrimp,PDT000648387.1,1/6/2016,150,PDS000054631.4,.,.,no
SAMN07428725,USA,,PDT000230783.2,,1543,PDS000181653.1,.,.,no
SAMN07428726,USA,,PDT000230794.2,,2006,,.,.,no
SAMN07535985,USA,,PDT000235699.2,,-,,.,.,no
SAMN07818924,Thailand: southern,Shrimp farm,PDT000279247.1,2015,247,PDS000148710.1,.,.,no
SAMN08007338,USA,,PDT000264811.2,,28,,.,.,no
SAMN08007339,USA,,PDT000264813.2,,2761,PDS000032897.3,.,.,no
SAMN08016203,USA,,PDT000264957.2,,1831,,.,.,no
SAMN08016204,USA,,PDT000264810.2,,-,,.,.,no
SAMN08027481,USA,,PDT000264956.2,,2549,PDS000049498.6,.,.,no
SAMN08113866,USA,,PDT000268185.2,,1815,,.,.,no
SAMN08113869,USA,,PDT000268181.2,,1831,,.,.,no
SAMN08370016,USA,stool,PDT000278708.2,2014,2882,,.,.,no
SAMN08469470,USA:WA,oyster,PDT000302888.2,2012-07,1526,PDS000026041.3,.,.,no
SAMN08469474,USA:WA,oyster,PDT000302897.2,2012-07,1521,PDS000019478.22,.,.,no
SAMN08469475,USA:WA,oyster,PDT000302882.2,2012-07,1291,PDS000019481.9,.,.,no
SAMN08469476,USA:WA,oyster,PDT000309322.2,2012-07,2474,PDS000019831.3,.,.,no
SAMN08469477,USA:WA,oyster,PDT000302900.2,2012-07,2474,PDS000019831.3,.,.,no
SAMN08469547,USA:WA,oyster,PDT000309300.2,2012-07,-,,.,.,no
SAMN08469549,USA:WA,oyster,PDT000302869.2,2012-07,1291,PDS000019481.9,.,.,no
SAMN08469550,USA:WA,oyster,PDT000309273.2,2012-07,1155,PDS000018247.14,.,.,no
SAMN08469556,USA:WA,oyster,PDT000302899.2,2012-07,1521,PDS000019478.22,.,.,no
SAMN08469561,USA:WA,oyster,PDT000302763.2,2012-07,-,PDS000020082.4,.,.,no
SAMN08473219,USA,oyster,PDT000287344.2,27/6/2011,1663,PDS000110125.4,.,.,no
SAMN08473221,USA,water,PDT000287299.2,28/6/2012,1858,,.,.,no
SAMN08473223,USA,water,PDT000287312.2,12/6/2012,1856,PDS000110118.1,.,.,no
SAMN08473224,USA,oyster,PDT000287311.2,12/6/2012,1856,PDS000110118.1,.,.,no
SAMN08473225,USA,water,PDT000287296.2,17/7/2012,1859,,.,.,no
SAMN08473226,USA,water,PDT000287304.2,9/8/2010,679,PDS000018692.3,.,.,no
SAMN08473227,USA,plankton,PDT000287301.2,10/1/2011,1852,PDS000149894.3,.,.,no
SAMN08473228,USA,oyster,PDT000287300.2,5/7/2011,1853,PDS000083723.16,.,.,no
SAMN08473230,USA,water,PDT000287318.2,21/9/2010,679,PDS000018692.3,.,.,no
SAMN08473231,USA,oyster,PDT000287348.2,25/8/2009,1849,PDS000018688.6,.,.,no
SAMN08473235,USA,water,PDT000287317.2,22/11/2010,1849,PDS000018688.6,.,.,no
SAMN08473236,USA,plankton,PDT000287316.2,21/9/2010,679,PDS000018692.3,.,.,no
SAMN08473237,USA,oyster,PDT000287298.2,16/12/2010,1848,PDS000110128.1,.,.,no
SAMN08473238,USA,oyster,PDT000287309.2,22/11/2010,1849,PDS000018688.6,.,.,no
SAMN08473240,USA,plankton,PDT000287372.2,30/8/2010,1849,PDS000110111.1,.,.,no
SAMN08473241,USA,water,PDT000287320.2,10/1/2011,1857,PDS000110117.1,.,.,no
SAMN08473242,USA,oyster,PDT000287319.2,16/12/2010,1848,PDS000110128.1,.,.,no
SAMN08473243,USA,water,PDT000287339.2,30/8/2010,1849,PDS000110111.1,.,.,no
SAMN08473244,USA,water,PDT000287341.2,18/10/2010,1849,PDS000110111.1,.,.,no
SAMN08473246,USA,water,PDT000287313.3,10/1/2011,1849,PDS000018688.6,.,.,no
SAMN08473247,USA,water,PDT000287310.2,10/1/2011,1857,PDS000110117.1,.,.,no
SAMN08473248,USA,water,PDT000287366.2,15/12/2009,353,,.,.,no
SAMN08473249,USA,oyster,PDT000287333.2,27/6/2011,1663,PDS000110125.4,.,.,no
SAMN08473250,USA,plankton,PDT000287355.2,13/12/2011,-,PDS000110122.1,.,.,no
SAMN08473251,USA,water,PDT000287321.2,21/9/2010,679,PDS000018692.3,.,.,no
SAMN08473252,USA,water,PDT000287329.2,9/5/2011,1861,,.,.,no
SAMN08473253,USA,water,PDT000287342.2,22/8/2011,807,,.,.,no
SAMN08473254,USA,water,PDT000287334.2,14/3/2011,-,,.,.,no
SAMN08473255,USA,water,PDT000287376.2,24/7/2012,-,,.,.,no
SAMN08473256,USA,oyster,PDT000287303.2,7/6/2010,1849,PDS000018688.6,.,.,no
SAMN08473257,USA,oyster,PDT000287332.2,7/6/2010,1849,PDS000018688.6,.,.,no
SAMN08473259,USA,water,PDT000287360.2,18/7/2011,679,PDS000018692.3,.,.,no
SAMN08473260,USA,water,PDT000287326.2,1/8/2011,679,PDS000018692.3,.,.,no
SAMN08473261,USA,sediment,PDT000287364.2,13/12/2011,1848,PDS000110128.1,.,.,no
SAMN08473262,USA,water,PDT000287365.2,22/5/2012,1849,PDS000018688.6,.,.,no
SAMN08473263,USA,oyster,PDT000287325.2,22/5/2012,1855,,.,.,no
SAMN08473264,USA,water,PDT000287327.2,15/8/2012,1849,PDS000018688.6,.,.,no
SAMN08473265,USA,water,PDT000287353.2,7/12/2009,2210,,.,.,no
SAMN08473266,USA,water,PDT000287347.2,25/8/2009,679,PDS000018692.3,.,.,no
SAMN08473267,USA,water,PDT000287343.2,24/6/2009,-,PDS000110122.1,.,.,no
SAMN08473268,USA,plankton,PDT000287297.2,18/7/2011,1854,,.,.,no
SAMN08473269,USA,water,PDT000287371.2,15/11/2010,2653,,.,.,no
SAMN08473270,USA,water,PDT000287331.2,9/8/2010,679,PDS000018692.3,.,.,no
SAMN08473271,USA,oyster,PDT000287377.2,17/7/2012,2259,,.,.,no
SAMN08473272,USA,oyster,PDT000287337.2,15/11/2010,1849,PDS000018688.6,.,.,no
SAMN08473273,USA,plankton,PDT000287302.2,23/8/2010,1522,,.,.,no
SAMN08473274,USA,water,PDT000287384.2,24/7/2012,-,,.,.,no
SAMN08473275,USA,sediment,PDT000287336.2,31/1/2011,1852,PDS000109198.3,.,.,no
SAMN08473276,USA,water,PDT000287306.2,23/8/2010,679,PDS000018692.3,.,.,no
SAMN08473279,USA,water,PDT000287373.2,15/8/2012,2510,PDS000093233.4,.,.,no
SAMN08473280,USA,water,PDT000287368.2,22/5/2012,-,PDS000064867.2,.,.,no
SAMN08473283,USA,sediment,PDT000287345.2,9/8/2011,-,,.,.,no
SAMN08473286,USA,sediment,PDT000287305.2,28/6/2012,1850,,.,.,no
SAMN08473289,USA,plankton,PDT000287363.2,21/8/2012,679,PDS000018692.3,.,.,no
SAMN08473292,USA,sediment,PDT000287323.2,21/1/2010,114,,.,.,no
SAMN08473293,USA,oyster,PDT000287340.2,20/6/2011,1860,,.,.,no
SAMN08473295,USA,sediment,PDT000287338.2,22/5/2012,1851,PDS000121866.2,.,.,no
SAMN08473298,USA,sediment,PDT000287308.2,12/6/2012,1862,,.,.,no
SAMN08473299,USA,water,PDT000287315.2,21/9/2010,679,PDS000018692.3,.,.,no
SAMN08473300,USA,sediment,PDT000287361.2,22/8/2011,-,,.,.,no
SAMN08473304,USA,water,PDT000287349.2,10/5/2010,34,,.,.,no
SAMN08473305,USA,sediment,PDT000287328.2,21/8/2012,679,PDS000018692.3,.,.,no
SAMN08473306,USA,water,PDT000287356.2,15/8/2012,-,,.,.,no
SAMN08473307,USA,water,PDT000287346.2,5/5/2010,-,,.,.,no
SAMN08473308,USA,water,PDT000287330.2,19/7/2010,679,PDS000018692.3,.,.,no
SAMN08473309,USA,water,PDT000287335.2,19/7/2010,679,PDS000018692.3,.,.,no
SAMN08473310,USA,water,PDT000287370.2,18/10/2010,1849,PDS000110111.1,.,.,no
SAMN08473311,USA,water,PDT000287374.2,27/8/2012,-,,.,.,no
SAMN08810063,"USA: Texas, Corpus Christi",hepatopancreas,PDT000636392.1,2014-09,1931,PDS000053945.1,.,.,no
SAMN08810357,"USA: Texas, Corpus Christi",hepatopancreas,PDT000518722.1,2014-09,1931,PDS000053945.1,.,.,no
SAMN08902706,USA:WA,oyster,PDT000309329.2,2012-09,322,PDS000019834.10,.,.,no
SAMN08902707,USA:WA,oyster,PDT000309199.2,2012-09,3,PDS000019475.8,.,.,no
SAMN08902716,USA:WA,oyster,PDT000309283.2,2012-08,1736,PDS000110115.1,.,.,no
SAMN08902719,USA:WA,oyster,PDT000306694.2,2012-09,212,PDS000019985.7,.,.,no
SAMN08902725,USA:WA,oyster,PDT000306700.2,2012-09,1521,PDS000019478.22,.,.,no
SAMN08902729,USA:WA,oyster,PDT000306692.2,2012-09,1521,PDS000019478.22,.,.,no
SAMN08902733,USA:WA,oyster,PDT000309194.2,2012-08,1736,PDS000110115.1,.,.,no
SAMN08902754,USA:WA,oyster,PDT000309311.2,2012-08,138,PDS000019986.15,.,.,no
SAMN08902766,USA:WA,oyster,PDT000309187.2,2012-08,1521,PDS000019478.22,.,.,no
SAMN08902771,USA:WA,oyster,PDT000309307.2,2012-08,137,,.,.,no
SAMN08902776,USA:WA,oyster,PDT000309197.2,2012-08,1521,PDS000019478.22,.,.,no
SAMN08965100,USA:WA,oyster,PDT000318489.1,2013-07,1291,PDS000019481.9,.,.,no
SAMN08965102,USA:WA,oyster,PDT000318471.1,2013-07,138,PDS000019986.15,.,.,no
SAMN08965103,USA:WA,oyster,PDT000318479.1,2013-07,138,PDS000019986.15,.,.,no
SAMN08965108,USA:WA,oyster,PDT000312692.2,2013-06,1716,PDS000019835.15,.,.,no
SAMN08965109,USA:WA,oyster,PDT000318475.1,2013-07,6,PDS000020486.4,.,.,no
SAMN08965111,USA:WA,oyster,PDT000312683.2,2013-07,1520,PDS000020487.4,.,.,no
SAMN08965113,USA:WA,oyster,PDT000314302.2,2013-07,138,PDS000019986.15,.,.,no
SAMN08965115,USA:WA,oyster,PDT000318469.1,2013-07,6,PDS000020486.4,.,.,no
SAMN08965126,USA:WA,oyster,PDT000312687.2,2013-06,138,PDS000019986.15,.,.,no
SAMN08965127,USA:WA,oyster,PDT000312681.2,2013-06,1291,PDS000019481.9,.,.,no
SAMN08965128,USA:WA,oyster,PDT000314489.2,2013-07,1521,PDS000019478.22,.,.,no
SAMN08965131,USA:WA,oyster,PDT000314452.2,2013-07,1205,PDS000025652.7,.,.,no
SAMN08965132,USA:WA,oyster,PDT000312673.2,2013-06,138,PDS000019986.15,.,.,no
SAMN08965134,USA:WA,oyster,PDT000312674.2,2013-06,768,PDS000020084.5,.,.,no
SAMN08965138,USA:WA,oyster,PDT000314933.2,2013-07,28,PDS000053380.4,.,.,no
SAMN08965139,USA:WA,oyster,PDT000321772.1,2013-08,1520,PDS000020487.4,.,.,no
SAMN08965146,USA:WA,oyster,PDT000321797.1,2013-08,-,,.,.,no
SAMN08965147,USA:WA,oyster,PDT000314295.2,2013-07,138,PDS000019986.15,.,.,no
SAMN08965149,USA:WA,oyster,PDT000312689.2,2013-06,762,PDS000020081.6,.,.,no
SAMN08965151,USA:WA,oyster,PDT000312688.2,2013-06,762,PDS000020081.6,.,.,no
SAMN08965153,USA:WA,oyster,PDT000312676.2,2013-06,138,PDS000019986.15,.,.,no
SAMN08965158,USA:WA,oyster,PDT000314497.2,2013-07,138,PDS000019986.15,.,.,no
SAMN08965161,USA:WA,oyster,PDT000321785.1,2013-07,-,,.,.,no
SAMN08965162,USA:WA,oyster,PDT000314376.2,2013-07,6,PDS000020486.4,.,.,no
SAMN08965164,USA:WA,oyster,PDT000321743.1,2013-07,138,PDS000019986.15,.,.,no
SAMN08965166,USA:WA,oyster,PDT000321775.1,2013-08,1189,,.,.,no
SAMN08965176,USA:WA,oyster,PDT000312697.2,2013-06,-,PDS000020082.4,.,.,no
SAMN08965177,USA:WA,oyster,PDT000312698.2,2013-06,-,PDS000020082.4,.,.,no
SAMN08965178,USA:WA,oyster,PDT000312686.2,2013-06,138,PDS000019986.15,.,.,no
SAMN08965180,USA:WA,oyster,PDT000314488.2,2013-07,28,PDS000050802.5,.,.,no
SAMN08965181,USA:WA,oyster,PDT000314451.2,2013-07,2861,PDS000055189.2,.,.,no
SAMN08965189,USA:WA,oyster,PDT000312695.2,2013-06,138,PDS000019986.15,.,.,no
SAMN08965192,USA:WA,oyster,PDT000312696.2,2013-06,1039,,.,.,no
SAMN08965194,USA:WA,oyster,PDT000318481.1,2013-07,138,PDS000019986.15,.,.,no
SAMN09074393,USA:WA,oyster,PDT000312119.2,2013-06,138,PDS000019986.15,.,.,no
SAMN09074606,USA:WA,oyster,PDT000312091.2,2012-08,2477,PDS000019987.3,.,.,no
SAMN09074607,USA:WA,oyster,PDT000312100.2,2012-08,43,PDS000007547.54,.,.,no
SAMN09074615,USA:WA,oyster,PDT000312066.2,2012-09,212,PDS000019985.7,.,.,no
SAMN09074618,USA:WA,oyster,PDT000312123.2,2012-10,212,PDS000019985.7,.,.,no
SAMN09074632,USA:WA,oyster,PDT000312111.2,2013-06,771,PDS000053443.2,.,.,no
SAMN09074633,USA:WA,oyster,PDT000312122.2,2012-08,1716,PDS000019835.15,.,.,no
SAMN09074634,USA:WA,oyster,PDT000312101.2,2012-09,1521,PDS000019478.22,.,.,no
SAMN09074637,USA:WA,oyster,PDT000312120.2,2013-06,768,PDS000020084.5,.,.,no
SAMN09074642,USA:WA,oyster,PDT000312125.2,2012-08,1736,PDS000110115.1,.,.,no
SAMN09074986,USA:WA,oyster,PDT000312088.2,2012-08,1521,PDS000019478.22,.,.,no
SAMN09074990,USA:WA,oyster,PDT000312105.2,2013-06,138,PDS000019986.15,.,.,no
SAMN09074991,USA:WA,oyster,PDT000312109.2,2013-06,1521,PDS000019478.22,.,.,no
SAMN09074992,USA:WA,oyster,PDT000312668.2,2013-06,1521,PDS000019478.22,.,.,no
SAMN09075001,USA:WA,oyster,PDT000312108.2,2012-10,212,PDS000019985.7,.,.,no
SAMN09242482,USA:WA,oyster,PDT000323909.1,2014-06,323,PDS000022389.12,.,.,no
SAMN09242487,USA:WA,oyster,PDT000321774.1,2013-08,138,PDS000019986.15,.,.,no
SAMN09242490,USA:WA,oyster,PDT000323903.1,2013-08,2474,PDS000019831.3,.,.,no
SAMN09242492,USA:WA,oyster,PDT000323915.1,2013-08,2474,PDS000019831.3,.,.,no
SAMN09242496,USA:WA,oyster,PDT000350382.1,2013-08,322,PDS000019834.10,.,.,no
SAMN09242502,USA:WA,oyster,PDT000323905.1,2013-08,1521,PDS000019478.22,.,.,no
SAMN09242507,USA:WA,oyster,PDT000323919.1,2013-09,1525,PDS000026043.4,.,.,no
SAMN09242510,USA:WA,oyster,PDT000350369.1,2013-09,322,PDS000019834.10,.,.,no
SAMN09242514,USA:WA,oyster,PDT000350376.1,2014-06,1526,PDS000026041.3,.,.,no
SAMN09242516,USA:WA,oyster,PDT000350353.1,2013-08,1526,PDS000026041.3,.,.,no
SAMN09242518,USA:WA,oyster,PDT000321755.1,2013-08,137,PDS000020621.5,.,.,no
SAMN09242519,USA:WA,oyster,PDT000350383.1,2013-09,1568,PDS000020082.4,.,.,no
SAMN09242520,USA:WA,oyster,PDT000350363.1,2014-06,323,PDS000022389.12,.,.,no
SAMN09242522,USA:WA,oyster,PDT000321668.1,2013-08,138,PDS000019986.15,.,.,no
SAMN09242527,USA:WA,oyster,PDT000321758.1,2013-08,3,PDS000019475.8,.,.,no
SAMN09242528,USA:WA,oyster,PDT000350381.1,2014-06,1205,PDS000025652.7,.,.,no
SAMN09242542,USA:WA,oyster,PDT000323914.1,2013-08,135,PDS000096294.3,.,.,no
SAMN09242547,USA:WA,oyster,PDT000321788.1,2013-08,1521,PDS000019478.22,.,.,no
SAMN09242548,USA:WA,oyster,PDT000321754.1,2013-08,1203,PDS000020620.1,.,.,no
SAMN09242549,USA:WA,oyster,PDT000321771.1,2013-08,1203,PDS000020620.1,.,.,no
SAMN09280059,,not collected,PDT000321090.1,2016,1917,,.,.,no
SAMN09280060,,not collected,PDT000321093.1,2018,1916,PDS000020485.1,.,.,no
SAMN09280061,,not collected,PDT000321092.1,2018,1916,PDS000020485.1,.,.,no
SAMN09295475,USA:WA,oyster,PDT000353216.1,2014-08,212,PDS000019985.7,.,.,no
SAMN09295476,USA:WA,oyster,PDT000350367.1,2014-07,1526,PDS000026041.3,.,.,no
SAMN09295478,USA:WA,oyster,PDT000348071.1,2014-08,1521,PDS000019478.22,.,.,no
SAMN09295479,USA:WA,oyster,PDT000348059.1,2014-08,1520,PDS000020487.4,.,.,no
SAMN09295480,USA:WA,oyster,PDT000353181.1,2014-09,1521,PDS000019478.22,.,.,no
SAMN09295482,USA:WA,oyster,PDT000353307.1,2014-09,2859,PDS000026042.3,.,.,no
SAMN09295484,USA:WA,oyster,PDT000350359.1,2014-07,1521,PDS000019478.22,.,.,no
SAMN09295486,USA:WA,oyster,PDT000350358.1,2014-07,1526,PDS000026041.3,.,.,no
SAMN09295487,USA:WA,oyster,PDT000343663.1,2014-08,1213,,.,.,no
SAMN09295488,USA:WA,oyster,PDT000350355.1,2014-07,1526,PDS000026041.3,.,.,no
SAMN09295489,USA:WA,oyster,PDT000350357.1,2014-08,1521,,.,.,no
SAMN09295533,USA:WA,oyster,PDT000353197.1,2014-09,323,PDS000022389.12,.,.,no
SAMN09295739,USA:WA,oyster,PDT000350370.1,2014-07,1205,PDS000025652.7,.,.,no
SAMN09295740,USA:WA,oyster,PDT000343626.1,2014-08,1205,PDS000025652.7,.,.,no
SAMN09296051,USA:WA,oyster,PDT000348057.1,2014-08,212,PDS000019985.7,.,.,no
